"Site","Final_Event","Source_File","t0","t1","i_peak","t_peak","Q_peak","rising_time_h","recession_time_h","symmetry_index","RB_flashiness","peak_sharpness","baseflow_index","recession_k_per_h","n_peaks","VQ_m3","vQ_mm","Load_kg","Yield_kg_ha","duration_h","n_obs","mean_dt_s","HI_Lloyd_Index","Flushing_Index","Zuec_h","Zuec_class","Q_fixed_min","Q_fixed_max","t1_prev","dt_prev_event_h","dt_prev_event_d","Q_peak_prev","Load_kg_prev","VQ_m3_prev","prev_overlap_flag","n_events_prev_30d","n_events_prev_14d","n_events_prev_7d","QCI","Slope","DDI","CCI","SEI","LU_high","LU_mid","LU_low","LUSP","DI","SI","Sed_Risk_mean","Sed_Risk_weighted_mean","Sed_Risk_tail_2_5"
"Inanga",11,"Event_12.csv","2022-05-30 07:15:00","2022-05-31 13:00:00",54,"2022-05-30 20:30:00",24.0082546528666,13.25,16.5,0.445378151260504,0.0841659681431303,5.17438735500109,0.174085386064022,0.535335663127767,1,495049.783934924,14.923258273223,119947.653993328,36.1581779832657,29.75,119,907.627118644068,-0.0218766481506982,0.477460582008509,-0.0237152281584315,3,0.1,0.999,"2022-04-23 02:15:00",893,37.2083333333333,8.95277013366699,50037.4076342648,238676.780522158,FALSE,0,0,0,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",12,"Event_13.csv","2022-05-31 23:00:00","2022-06-02 02:00:00",31,"2022-06-01 06:45:00",2.21470456948753,7.75,19.25,0.287037037037037,0.0170147003735501,1.50392384283605,0.712054988218602,0.0537657504381449,1,133997.638062946,4.03935407247458,34071.0467287628,10.2707050174011,27,107,916.981132075472,-0.0225531886203797,0.655813627710085,-0.0169375157314819,3,0.1,0.95,"2022-05-31 13:00:00",10,0.416666666666667,24.0082546528666,119947.653993328,495049.783934924,FALSE,1,1,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",13,"Event_14.csv","2022-06-06 11:15:00","2022-06-09 02:15:00",161,"2022-06-08 03:45:00",7.21090930822324,40.5,22.5,0.642857142857143,0.0284313311781936,2.94477219166182,0.430253622958278,0.156502359885698,2,567229.728752966,17.0991201635258,227737.86434056,68.651498868105,63,250,910.843373493976,-0.152343623988849,0.979051397221704,-0.128299970210044,4,0.15,0.95,"2022-06-02 02:00:00",105.25,4.38541666666667,2.21470456948753,34071.0467287628,133997.638062946,FALSE,2,2,2,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",14,"Event_16.csv","2022-06-13 00:15:00","2022-06-15 17:15:00",29,"2022-06-13 07:15:00",1.44556486414058,7,58,0.107692307692308,0.0068474036701156,1.26328367185606,0.873102410382131,0.0549251555845069,3,240352.651917937,7.24542221332822,16614.0196305703,5.00829035683388,65,259,906.976744186047,-0.186053255314937,0.204265400771877,-0.15528653064749,3,0.15,0.95,"2022-06-09 02:15:00",94,3.91666666666667,7.21090930822324,227737.86434056,567229.728752966,FALSE,3,3,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",15,"Event_17.csv","2022-06-17 14:00:00","2022-06-18 00:15:00",21,"2022-06-17 19:00:00",1.11987871059598,5,5.25,0.48780487804878,0.0181204159055841,1.2964795050366,0.900108736350479,0.0907317634761304,1,32483.2190720271,0.979205493040404,3616.08149771792,1.09006649186946,10.25,41,922.5,-0.116608320496719,0.24441815185046,-0.0940639751725193,3,0.15,0.9,"2022-06-15 17:15:00",44.75,1.86458333333333,1.44556486414058,16614.0196305703,240352.651917937,FALSE,4,2,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",16,"Event_18.csv","2022-06-18 14:30:00","2022-06-20 00:30:00",52,"2022-06-19 03:30:00",2.40808860640735,13,21,0.382352941176471,0.0183663756236885,1.54319398415079,0.574271748964395,0.0594776545793672,3,181228.296942776,5.46312061828698,76166.7600777602,22.9604429566712,34,135,913.432835820896,-0.321591058707696,0.155552698348508,-0.25035738860569,3,0.15,0.95,"2022-06-18 00:15:00",14.25,0.59375,1.11987871059598,3616.08149771792,32483.2190720271,FALSE,5,3,2,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",17,"Event_20.csv","2023-02-02 10:45:00","2023-02-04 19:15:00",29,"2023-02-02 17:45:00",10.5496775885322,7,49.5,0.123893805309735,0.0181723189751207,1.72530677606989,0.460180145243647,0.105208876485144,1,918450.681000061,27.6866633792596,450515.533402783,135.807748619325,56.5,225,908.035714285714,-0.205441273953384,0.71022581281956,-0.18568390881566,3,0.1,0.95,"2022-06-20 00:30:00",5458.25,227.427083333333,2.40808860640735,76166.7600777602,181228.296942776,FALSE,0,0,0,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",18,"Event_22.csv","2023-02-13 07:45:00","2023-02-15 06:45:00",89,"2023-02-14 06:00:00",4.11237069981356,22.25,24.75,0.473404255319149,0.0120468462616598,1.60147136384405,0.694859572376276,0.0604798861743124,2,425715.927129329,12.8331916056561,86567.5453422019,26.0957560056312,47,187,909.677419354839,-0.0898321614518656,0.64129907198241,-0.0694341298354153,3,0.1,0.95,"2023-02-04 19:15:00",204.5,8.52083333333333,10.5496775885322,450515.533402783,918450.681000061,FALSE,1,1,0,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",19,"Event_23.csv","2023-02-16 15:45:00","2023-02-18 03:45:00",20,"2023-02-16 20:30:00",2.10665316122104,4.75,31.25,0.131944444444444,0.00791683074420043,1.12933075783285,0.931042033406104,0.0457288149869903,12,226448.490645102,6.82628176224515,22944.1626487832,6.91650973663766,36,143,912.676056338028,-0.326980064577224,0.16168214331989,-0.274358353120889,4,0.2,0.95,"2023-02-15 06:45:00",33,1.375,4.11237069981356,86567.5453422019,425715.927129329,FALSE,2,2,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",20,"Event_24.csv","2023-02-23 11:15:00","2023-02-24 22:15:00",46,"2023-02-23 22:30:00",2.11717882554657,11.25,23.75,0.321428571428571,0.00627550523759282,1.17517938855586,0.898926374747865,0.0245495305850483,11,226323.764551313,6.82252189854774,22409.2140005578,6.75524965533988,35,140,906.474820143885,-0.182968766301276,0.523945640777262,-0.155577796170281,3,0.15,0.95,"2023-02-18 03:45:00",127.5,5.3125,2.10665316122104,22944.1626487832,226448.490645102,FALSE,3,2,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",21,"Event_25_1.csv","2023-02-24 20:00:00","2023-02-25 21:45:00",41,"2023-02-25 06:15:00",2.10297513952277,10.25,15.5,0.398058252427184,0.00771410057972082,1.13323920734144,0.89650173028091,0.020156295275073,12,171798.694258997,5.17886557802538,14063.9346819872,4.2395681486576,25.75,103,908.823529411765,-0.185623188434111,0.29107496804098,-0.129344088881458,4,0.1,0.95,"2023-02-24 22:15:00",-2.25,-0.09375,2.11717882554657,22409.2140005578,226323.764551313,TRUE,3,2,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",22,"Event_25_2.csv","2023-02-26 20:00:00","2023-02-28 09:45:00",19,"2023-02-27 00:45:00",3.51692993825859,4.75,33,0.125827814569536,0.0139262063524561,1.75029685500815,0.756263201200262,0.0491286799569158,2,311521.344735978,9.39079994776415,77438.4316379866,23.3437878999036,37.75,150,912.080536912752,-0.00846238831698071,0.140087289762673,0.0279834995007327,2,0.2,0.95,"2023-02-25 21:45:00",22.25,0.927083333333333,2.10297513952277,14063.9346819872,171798.694258997,FALSE,5,4,2,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",23,"Event_26.csv","2023-03-05 19:15:00","2023-03-06 16:15:00",33,"2023-03-06 03:30:00",3.09158032069562,8.25,12.75,0.392857142857143,0.0175564269938973,1.48242481560036,0.755905292051344,0.0227505416869336,2,165336.709595009,4.98406927828399,45629.7777296321,13.7550804001274,21,84,910.843373493976,-0.418604828601666,0.305731638756824,-0.334050341099354,4,0.15,0.95,"2023-02-28 09:45:00",129.5,5.39583333333333,3.51692993825859,77438.4316379866,311521.344735978,FALSE,6,3,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
"Inanga",24,"Event_27.csv","2023-03-10 10:30:00","2023-03-11 07:45:00",39,"2023-03-10 20:00:00",2.53063521732333,9.5,11.75,0.447058823529412,0.0134813989519367,1.35444903774299,0.87944126668851,0.0816559344982732,2,146362.9853743,4.41210703097238,29137.2869903134,8.78342488469051,21.25,85,910.714285714286,-0.108092075101457,0.339198466262291,-0.0861284691382145,3,0.1,0.95,"2023-03-06 16:15:00",90.25,3.76041666666667,3.09158032069562,45629.7777296321,165336.709595009,FALSE,6,4,1,0.478792557814908,0.610205978702001,0.952520993493428,0.199396278907454,0.873589045271236,44.1229667027685,37.9971500118731,17.8010877218963,-0.642362455612447,-0.970577068832654,-0.0530837873268322,1.7071957247829,0.976196869637614,0.0713120829249862
